,close
2023-12-14,405.6877746582031
2023-12-15,404.0124816894531
2023-12-18,398.2371215820313
2023-12-19,402.1608276367188
2023-12-20,397.6639709472656
2023-12-21,398.0607604980469
2023-12-22,401.3673095703125
2023-12-26,402.4694519042969
2023-12-27,403.0426025390625
2023-12-28,409.2147521972656
2023-12-29,407.4512634277344
2024-01-01,412.6975708007813
2024-01-02,414.7256164550781
2024-01-03,420.8095703125
2024-01-04,420.0601196289063
2024-01-05,417.89990234375
2024-01-08,410.4491882324219
2024-01-09,409.6115417480469
2024-01-10,408.5093078613281
2024-01-11,407.9362182617188
2024-01-12,411.50726318359375
2024-01-15,412.30084228515625
2024-01-16,416.4450073242188
2024-01-17,411.4190673828125
2024-01-18,410.4491882324219
2024-01-19,415.7395935058594
2024-01-23,404.982421875
2024-01-24,408.7738952636719
2024-01-25,401.7640686035156
2024-01-29,396.6058654785156
2024-01-30,386.2454223632813
2024-01-31,389.3315734863281
2024-02-01,390.5218811035156
2024-02-02,388.0530090332031
2024-02-05,386.2454223632813
2024-02-06,380.3819274902344
2024-02-07,380.7345886230469
2024-02-08,371.10296630859375
2024-02-09,371.953369140625
2024-02-12,364.2099609375
2024-02-13,364.1204223632813
2024-02-14,368.4173583984375
2024-02-15,361.5691223144531
2024-02-16,362.1957702636719
2024-02-19,366.3583679199219
2024-02-20,363.53857421875
2024-02-21,361.0767822265625
2024-02-22,371.013427734375
2024-02-23,368.2830505371094
2024-02-26,366.3136596679688
2024-02-27,368.0592651367188
2024-02-28,365.5079956054688
2024-02-29,363.7175903320313
2024-03-01,366.5821838378906
2024-03-04,366.22412109375
2024-03-05,363.5833129882813
2024-03-06,365.1051330566406
2024-03-07,370.207763671875
2024-03-11,366.4927062988281
2024-03-12,362.06146240234375
2024-03-13,378.1749572753906
2024-03-14,375.6684265136719
2024-03-15,375.1760559082031
2024-03-18,373.6990051269531
2024-03-19,366.6269836425781
2024-03-20,372.1324157714844
2024-03-21,377.1007385253906
2024-03-22,383.680419921875
2024-03-26,382.8299865722656
2024-03-27,383.143310546875
2024-03-28,383.4566345214844
2024-04-01,381.97955322265625
2024-04-02,381.2186279296875
2024-04-03,380.63677978515625
2024-04-04,378.4435424804688
2024-04-05,382.740478515625
2024-04-08,384.1280212402344
2024-04-09,381.666259765625
2024-04-10,391.1553039550781
2024-04-12,385.023193359375
2024-04-15,381.2633972167969
2024-04-16,381.2633972167969
2024-04-18,374.9522705078125
2024-04-19,380.2339172363281
2024-04-22,380.7262878417969
2024-04-23,384.2175598144531
2024-04-24,383.948974609375
2024-04-25,391.6924133300781
2024-04-26,393.8856201171875
2024-04-29,392.2743225097656
2024-04-30,389.9915466308594
2024-05-02,392.9904479980469
2024-05-03,390.7077026367188
2024-05-06,389.1858825683594
2024-05-07,394.1989440917969
2024-05-08,394.7808532714844
2024-05-09,380.5472412109375
2024-05-10,387.9325866699219
2024-05-13,386.5898132324219
2024-05-14,384.6651306152344
2024-05-15,382.9642639160156
2024-05-16,386.2317199707031
2024-05-17,390.5734558105469
2024-05-21,389.2306213378906
2024-05-22,393.7961730957031
2024-05-23,395.0941467285156
2024-05-24,390.48388671875
2024-05-27,386.2765197753906
2024-05-28,384.03851318359375
2024-05-29,385.78411865234375
2024-05-30,379.4282531738281
2024-05-31,381.7557373046875
2024-06-03,385.24700927734375
2024-06-04,378.5358581542969
2024-06-05,392.302490234375
2024-06-06,396.9521179199219
2024-06-07,400.3710021972656
2024-06-10,398.3196716308594
2024-06-11,394.7640686035156
2024-06-12,394.1258544921875
2024-06-13,392.302490234375
2024-06-14,393.0774536132813
2024-06-18,390.8893737792969
2024-06-19,386.2397155761719
2024-06-20,385.9206237792969
2024-06-21,382.54736328125
2024-06-24,385.9206237792969
2024-06-25,385.9206237792969
2024-06-26,386.5132141113281
2024-06-27,388.0175476074219
2024-06-28,387.37933349609375
2024-07-01,391.1629028320313
2024-07-02,387.9263610839844
2024-07-03,390.4790954589844
2024-07-04,391.1629028320313
2024-07-05,395.356689453125
2024-07-08,404.4280395507813
2024-07-09,412.6332702636719
2024-07-10,411.5848693847656
2024-07-11,418.1490478515625
2024-07-12,418.5137634277344
2024-07-15,422.4796447753906
2024-07-16,424.4397583007813
2024-07-18,428.7247009277344
2024-07-19,432.64501953125
2024-07-22,425.3514404296875
2024-07-23,448.7364196777344
2024-07-24,450.4230651855469
2024-07-25,446.6851196289063
2024-07-26,457.8533935546875
2024-07-29,452.2464294433594
2024-07-30,446.6395568847656
2024-07-31,451.6083068847656
2024-08-01,450.10400390625
2024-08-02,445.9101867675781
2024-08-05,443.08392333984375
2024-08-06,443.3574523925781
2024-08-07,449.1466674804688
2024-08-08,451.0612487792969
2024-08-09,452.1097106933594
2024-08-12,450.9244689941406
2024-08-13,446.7306823730469
2024-08-14,448.7364196777344
2024-08-16,458.26361083984375
2024-08-19,457.1696472167969
2024-08-20,454.7536315917969
2024-08-21,460.7708129882813
2024-08-22,459.9959106445313
2024-08-23,461.135498046875
2024-08-26,461.0443115234375
2024-08-27,456.3946838378906
2024-08-28,453.3861083984375
2024-08-29,460.497314453125
2024-08-30,457.5798950195313
2024-09-02,465.01019287109375
2024-09-03,464.4176025390625
2024-09-04,461.6369323730469
2024-09-05,466.05865478515625
2024-09-06,457.39752197265625
2024-09-09,466.5600891113281
2024-09-10,468.2467346191406
2024-09-11,468.9304809570313
2024-09-12,473.6257019042969
2024-09-13,468.4746398925781
2024-09-16,465.9674987792969
2024-09-17,462.9132995605469
2024-09-18,462.5486145019531
2024-09-19,463.369140625
2024-09-20,468.97607421875
2024-09-23,471.3008728027344
2024-09-24,469.75103759765625
2024-09-25,471.847900390625
2024-09-26,476.5887451171875
2024-09-27,476.5431518554688
2024-09-30,472.39495849609375
2024-10-01,470.6171569824219
2024-10-03,467.4717712402344
2024-10-04,459.0841979980469
2024-10-07,465.14697265625
2024-10-08,463.09564208984375
2024-10-09,448.2805786132813
2024-10-10,448.5997009277344
2024-10-11,445.0896301269531
2024-10-14,453.0669860839844
2024-10-15,454.5257263183594
2024-10-16,449.6481323242188
2024-10-17,445.7278442382813
2024-10-18,443.72210693359375
2024-10-21,440.9414367675781
2024-10-22,439.2547912597656
2024-10-23,437.9328308105469
2024-10-24,430.0466918945313
2024-10-25,439.7106628417969
2024-10-28,441.3972778320313
2024-10-29,444.8617248535156
2024-10-30,448.1438293457031
2024-10-31,445.6366882324219
2024-11-01,447.0042419433594
2024-11-04,441.8075256347656
2024-11-05,437.7961120605469
2024-11-06,438.6166076660156
2024-11-07,435.69915771484375
2024-11-08,435.8359375
2024-11-11,434.83306884765625
2024-11-12,431.0951232910156
2024-11-13,430.5025329589844
2024-11-14,424.804443359375
2024-11-18,425.3514404296875
2024-11-19,426.0807800292969
2024-11-21,416.7815246582031
2024-11-22,432.7362060546875
2024-11-25,434.6963195800781
2024-11-26,434.8786926269531
2024-11-27,434.83306884765625
2024-11-28,432.9640808105469
2024-11-29,434.6507568359375
2024-12-02,435.0610046386719
2024-12-03,430.8216552734375
2024-12-04,425.8529052734375
2024-12-05,426.2175903320313
2024-12-06,429.5452575683594
2024-12-09,423.8927307128906
2024-12-10,424.3486022949219
2024-12-11,424.1662292480469
2024-12-12,419.9268798828125
2024-12-13,428.4967956542969
2024-12-16,428.5879821777344
2024-12-17,428.0865173339844
2024-12-18,428.9526672363281
2024-12-19,425.3514404296875
2024-12-20,423.6192321777344
2024-12-23,432.3714904785156
2024-12-24,436.20062255859375
2024-12-26,434.83306884765625
2024-12-27,436.3373718261719
2024-12-30,434.8786926269531
2024-12-31,440.9414367675781
2025-01-01,441.2149353027344
2025-01-02,445.8645935058594
2025-01-03,439.0724792480469
2025-01-06,419.1042785644531
2025-01-07,417.6367492675781
2025-01-08,425.6372985839844
2025-01-09,426.1580505371094
2025-01-10,421.234619140625
2025-01-13,415.69580078125
2025-01-14,413.3761291503906
2025-01-15,414.0862731933594
2025-01-16,409.82562255859375
2025-01-17,416.7846374511719
2025-01-20,414.4176025390625
2025-01-21,414.2756042480469
2025-01-22,413.7548522949219
2025-01-23,416.7846374511719
2025-01-24,418.1101684570313
2025-01-27,416.6899719238281
2025-01-28,412.2873229980469
2025-01-29,410.2989807128906
2025-01-30,412.9974060058594
2025-01-31,423.6963195800781
2025-02-01,437.94573974609375
2025-02-03,430.1819763183594
2025-02-04,430.93939208984375
2025-02-05,424.311767578125
2025-02-06,417.6367492675781
2025-02-07,407.9319763183594
2025-02-10,404.4761352539063
2025-02-11,396.049560546875
2025-02-12,394.2222290039063
2025-02-13,394.0299072265625
2025-02-14,394.558837890625
2025-02-17,392.9719848632813
2025-02-18,389.7500915527344
2025-02-19,390.8561096191406
2025-02-20,386.6724853515625
2025-02-21,385.5664367675781
2025-02-24,386.5282287597656
2025-02-25,389.3653869628906
2025-02-27,386.23968505859375
2025-02-28,379.8921203613281
2025-03-03,382.2484436035156
2025-03-04,379.7478637695313
2025-03-05,389.5577087402344
2025-03-06,390.1828918457031
2025-03-07,388.4517211914063
2025-03-10,389.5096435546875
2025-03-11,390.6637573242188
2025-03-12,396.6266174316406
2025-03-13,396.28997802734375
2025-03-17,392.3468322753906
2025-03-18,393.4528198242188
2025-03-19,387.63421630859375
2025-03-20,388.4998168945313
2025-03-21,390.0386047363281
2025-03-24,395.1839904785156
2025-03-25,394.12603759765625
2025-03-26,391.769775390625
2025-03-27,393.7894592285156
2025-03-28,394.0779724121094
2025-04-01,391.0965576171875
2025-04-02,393.40472412109375
2025-04-03,393.7413330078125
2025-04-04,394.0299072265625
2025-04-07,390.51947021484375
2025-04-08,396.7708740234375
2025-04-09,400.37744140625
2025-04-11,405.4266052246094
2025-04-15,404.3206176757813
2025-04-16,408.2157287597656
2025-04-17,410.90863037109375
2025-04-21,406.6769409179688
2025-04-22,417.0157775878906
2025-04-23,414.3709411621094
2025-04-24,413.60150146484375
2025-04-25,411.4375915527344
2025-04-28,412.3993225097656
2025-04-29,409.7064208984375
2025-04-30,409.5140686035156
2025-05-02,413.0725708007813
2025-05-05,420.2376403808594
2025-05-06,418.8911743164063
2025-05-07,414.6594543457031
2025-05-08,414.1304931640625
2025-05-09,407.3501586914063
2025-05-12,418.8431091308594
2025-05-13,411.5337524414063
2025-05-14,412.6878967285156
2025-05-15,416.1020812988281
2025-05-16,419.0354614257813
2025-05-19,418.6988220214844
2025-05-20,418.2660217285156
2025-05-21,416.438720703125
2025-05-22,409.8026123046875
2025-05-23,419.6124877929688
2025-05-26,425.9600524902344
2025-05-27,417.3042907714844
2025-05-28,411.5744018554688
2025-05-29,410.1541442871094
2025-05-30,409.468505859375
2025-06-02,410.6928405761719
2025-06-03,408.39111328125
2025-06-04,408.4400634765625
2025-06-05,410.4969482421875
2025-06-06,412.4069213867188
2025-06-09,414.3658752441406
2025-06-10,418.23480224609375
2025-06-11,417.4022216796875
2025-06-12,412.3579406738281
2025-06-13,405.4036865234375
2025-06-16,409.6154479980469
2025-06-17,408.8318481445313
2025-06-18,407.3626403808594
2025-06-19,407.4606018066406
2025-06-20,409.9582214355469
2025-06-23,405.4036865234375
2025-06-24,405.844482421875
2025-06-25,407.8034057617188
2025-06-26,411.67230224609375
2025-06-27,410.0561828613281
2025-06-30,407.9013671875
2025-07-01,406.5790710449219
2025-07-02,404.4732055664063
2025-07-03,404.864990234375
2025-07-04,404.0813903808594
2025-07-07,407.6075134277344
2025-07-08,408.635986328125
2025-07-09,410.83978271484375
2025-07-10,408.2931518554688
2025-07-11,408.2441711425781
2025-07-14,410.7908020019531
2025-07-15,413.4353942871094
2025-07-16,415.8840637207031
2025-07-17,415.2474060058594
2025-07-18,414.072021484375
2025-07-21,411.4764404296875
2025-07-22,407.4606018066406
2025-07-23,406.4321594238281
2025-07-24,401.5347900390625
2025-07-25,400.9960632324219
2025-07-28,401.4858093261719
2025-07-29,400.0655822753906
2025-07-30,399.2330322265625
2025-07-31,403.4937438964844
2025-08-01,407.9013671875
2025-08-04,408.2931518554688
2025-08-05,405.6485595703125
2025-08-06,403.5426940917969
2025-08-07,405.10986328125
2025-08-08,405.9913940429688
2025-08-11,408.2931518554688
2025-08-12,407.8034057617188
2025-08-13,405.599609375
2025-08-14,403.0039978027344
2025-08-18,397.9596862792969
2025-08-19,400.7022399902344
2025-08-20,397.7148132324219
2025-08-21,397.22509765625
2025-08-22,390.1239013671875
2025-08-25,391.1523742675781
2025-08-26,395.0702819824219
2025-08-28,392.6705627441406
2025-08-29,401.3388977050781
2025-09-01,397.5189514160156
2025-09-02,398.4004821777344
2025-09-03,403.2978210449219
2025-09-04,407.3626403808594
2025-09-05,398.9881591796875
2025-09-08,399.1840515136719
2025-09-09,401.6327209472656
2025-09-10,404.5711364746094
2025-09-11,406.5300903320313
2025-09-12,405.25677490234375
2025-09-15,404.1793518066406
2025-09-16,404.6201171875
2025-09-17,400.8981018066406
2025-09-18,403.1019287109375
2025-09-19,402.2203979492188
2025-09-22,398.5963745117188
2025-09-23,394.9233703613281
2025-09-24,392.76849365234375
2025-09-25,391.8869934082031
2025-09-26,396.7843322753906
2025-09-29,398.8901977539063
2025-09-30,393.3071899414063
2025-10-01,397.2740783691406
2025-10-03,396.0007629394531
2025-10-06,392.5236206054688
2025-10-07,391.5931396484375
2025-10-08,391.5441589355469
2025-10-09,391.6910705566406
2025-10-10,394.5315551757813
2025-10-13,391.0544128417969
2025-10-14,388.6546936035156
2025-10-15,391.6910705566406
2025-10-16,396.8333129882813
2025-10-17,403.6896057128906
2025-10-20,404.5711364746094
2025-10-21,404.3752746582031
2025-10-23,407.41162109375
2025-10-24,408.2441711425781
2025-10-27,412.01513671875
2025-10-28,409.3215942382813
2025-10-29,412.9456481933594
2025-10-30,410.1541442871094
2025-10-31,411.7213134765625
2025-11-03,405.4526977539063
2025-11-04,400.5063171386719
2025-11-06,399.1350708007813
2025-11-07,395.7558898925781
2025-11-10,397.22509765625
2025-11-11,398.4984130859375
2025-11-12,398.6453247070313
2025-11-13,397.3720397949219
2025-11-14,399.771728515625
2025-11-17,398.7432861328125
2025-11-18,397.5189514160156
2025-11-19,395.2661437988281
2025-11-20,397.1271667480469
2025-11-21,399.4779052734375
2025-11-24,395.2661437988281
2025-11-25,392.5726013183594
2025-11-26,394.0418090820313
2025-11-27,396.0007629394531
2025-11-28,395.9517822265625
2025-12-01,395.9517822265625
2025-12-02,392.7195434570313
2025-12-03,392.2787780761719
2025-12-04,394.7763977050781
2025-12-05,396.6374206542969
2025-12-08,394.0418090820313
2025-12-09,392.8174743652344
2025-12-10,394.8743591308594
2025-12-11,394.6294860839844
2025-12-12,391.8869934082031
2025-12-15,394.0418090820313
2025-12-16,393.4541320800781
2025-12-17,391.5931396484375
2025-12-18,392.1808166503906
2025-12-19,392.8174743652344
2025-12-22,394.4336242675781
2025-12-23,398.9881591796875
2025-12-24,398.2535705566406
2025-12-26,395.8538513183594
2025-12-29,394.3356628417969
2025-12-30,392.376708984375
2025-12-31,394.7274475097656
2026-01-01,356.381103515625
2026-01-02,342.8643493652344
2026-01-05,342.5215759277344
2026-01-06,335.42041015625
2026-01-07,334.2450256347656
2026-01-08,333.9021911621094
2026-01-09,330.22918701171875
2026-01-12,331.4535217285156
2026-01-13,327.8294982910156
2026-01-14,327.8784484863281
2026-01-15,327.8784484863281
2026-01-16,322.4423828125
2026-01-19,326.3602600097656
2026-01-20,319.6018981933594
2026-01-21,318.0837097167969
2026-01-22,318.1816711425781
2026-01-23,316.76141357421875
2026-01-27,312.1089172363281
2026-01-28,314.5576171875
2026-01-29,312.0599670410156
2026-01-30,315.5370788574219
2026-02-02,308.2400207519531
2026-02-03,310.1499938964844
2026-02-04,313.8500061035156
2026-02-05,310.20001220703125
2026-02-06,325.79998779296875
2026-02-09,322.79998779296875
2026-02-10,321.3999938964844
2026-02-11,318.25
2026-02-12,317.45001220703125
2026-02-13,313.75
2026-02-16,317.95001220703125
2026-02-17,325.45001220703125
2026-02-18,332.45001220703125
2026-02-19,326.0
2026-02-20,327.0
2026-02-23,325.3999938964844
2026-02-24,323.5
2026-02-25,319.75
2026-02-26,318.29998779296875
2026-02-27,313.6000061035156
2026-03-02,314.8999938964844
2026-03-04,311.95001220703125
2026-03-05,311.5
2026-03-06,309.70001220703125
2026-03-09,306.0
2026-03-10,309.04998779296875
2026-03-11,309.0
2026-03-12,304.1000061035156
2026-03-13,301.45001220703125
2026-03-16,308.25
2026-03-17,304.8500061035156
2026-03-18,304.04998779296875
2026-03-19,298.0
2026-03-20,299.95001220703125
2026-03-23,290.45001220703125
2026-03-24,291.25
2026-03-25,295.70001220703125
2026-03-27,294.70001220703125
2026-03-30,287.70001220703125
2026-04-01,291.70001220703125
2026-04-02,292.8500061035156
2026-04-06,294.8500061035156
2026-04-07,298.45001220703125
2026-04-08,302.45001220703125
2026-04-09,303.0
2026-04-10,304.25
2026-04-13,298.6499938964844
2026-04-15,302.04998779296875
2026-04-16,303.3999938964844
2026-04-17,306.79998779296875
2026-04-20,305.0
2026-04-21,309.6499938964844
2026-04-22,305.5
2026-04-23,305.29998779296875
2026-04-24,301.6000061035156
2026-04-27,303.8500061035156
2026-04-28,304.45001220703125
2026-04-29,316.25
2026-04-30,314.8999938964844
2026-05-01,314.8999938964844
2026-05-04,311.1000061035156
2026-05-05,311.45001220703125
2026-05-06,310.70001220703125
2026-05-07,307.3999938964844
2026-05-08,307.45001220703125
2026-05-11,305.8500061035156
2026-05-12,300.70001220703125
2026-05-13,304.45001220703125
2026-05-14,307.20001220703125
2026-05-15,309.45001220703125
2026-05-18,301.924560546875
2026-05-19,302.0705871582031
2026-05-20,299.3935241699219
2026-05-21,299.8802490234375
2026-05-22,293.6986999511719
2026-05-25,295.8890075683594
2026-05-26,293.6499938964844
2026-05-27,291.95001220703125
2026-05-28,291.95001220703125
2026-05-29,286.8999938964844
2026-06-01,279.6499938964844
2026-06-02,283.25
2026-06-03,277.0
2026-06-04,280.29998779296875
2026-06-05,280.70001220703125
2026-06-08,279.45001220703125
2026-06-09,280.0
2026-06-10,283.6499938964844
2026-06-11,282.3999938964844
2026-06-12,285.1000061035156
2026-06-15,287.8999938964844
2026-06-16,291.6499938964844
2026-06-17,290.75
2026-06-18,291.1499938964844
2026-06-19,292.5
2026-06-22,291.25
2026-06-23,290.0
2026-06-24,290.3500061035156
2026-06-25,290.0
2026-06-26,290.0
2026-06-29,290.70001220703125
2026-06-30,286.95001220703125
2026-07-01,290.29998779296875
2026-07-02,289.8999938964844
2026-07-03,289.95001220703125
2026-07-06,288.25
2026-07-07,288.75
2026-07-08,280.6499938964844
2026-07-09,282.04998779296875
2026-07-10,281.75
2026-07-13,279.6499938964844
2026-07-14,275.54998779296875
2026-07-15,276.6499938964844
2026-07-16,279.3500061035156
2026-07-17,280.70001220703125
2026-07-20,282.70001220703125
2026-07-21,281.0
2026-07-22,280.79998779296875
