,close
2023-12-08,200.3222045898437
2023-12-11,198.2144470214844
2023-12-12,199.5745086669922
2023-12-13,199.55221557617188
2023-12-14,198.7495574951172
2023-12-15,200.2211151123047
2023-12-18,199.4407501220703
2023-12-19,200.5555725097656
2023-12-20,195.96250915527344
2023-12-21,200.46636962890625
2023-12-22,199.1731872558593
2023-12-26,201.3805084228516
2023-12-27,202.7628936767578
2023-12-28,207.7126617431641
2023-12-29,200.95689392089844
2024-01-01,201.58116149902344
2024-01-02,203.4540863037109
2024-01-03,205.59454345703125
2024-01-04,201.84873962402344
2024-01-05,202.04942321777344
2024-01-08,202.8966827392578
2024-01-09,205.10401916503903
2024-01-10,201.2244567871093
2024-01-11,204.54660034179688
2024-01-12,204.345932006836
2024-01-15,205.10401916503903
2024-01-16,210.85646057128903
2024-01-17,210.32135009765625
2024-01-18,211.01255798339844
2024-01-19,214.46847534179688
2024-01-23,206.48638916015625
2024-01-24,212.77395629882807
2024-01-25,211.54763793945312
2024-01-29,219.6858062744141
2024-01-30,224.8362579345703
2024-01-31,224.0113067626953
2024-02-01,226.73146057128903
2024-02-02,248.9832000732422
2024-02-05,256.2964172363281
2024-02-06,271.7031555175781
2024-02-07,268.4701843261719
2024-02-08,276.69757080078125
2024-02-09,273.93280029296875
2024-02-12,263.2974548339844
2024-02-13,260.5549621582031
2024-02-14,278.1022033691406
2024-02-15,291.0787048339844
2024-02-16,291.9036560058594
2024-02-19,290.9894714355469
2024-02-20,293.2414245605469
2024-02-21,282.36083984375
2024-02-22,279.1055603027344
2024-02-23,275.5604553222656
2024-02-26,279.6629638671875
2024-02-27,278.7265014648437
2024-02-28,271.7031555175781
2024-02-29,269.2728271484375
2024-03-01,277.9461364746094
2024-03-04,285.5937805175781
2024-03-05,287.6673583984375
2024-03-06,284.6573486328125
2024-03-07,278.5704345703125
2024-03-11,279.3284912109375
2024-03-12,278.9049072265625
2024-03-13,266.5527038574219
2024-03-14,271.4578857421875
2024-03-15,261.5137634277344
2024-03-18,259.66314697265625
2024-03-19,248.693359375
2024-03-20,252.6844024658203
2024-03-21,262.1157531738281
2024-03-22,264.34539794921875
2024-03-26,267.4891357421875
2024-03-27,265.4156188964844
2024-03-28,268.62628173828125
2024-04-01,267.86822509765625
2024-04-02,274.6016540527344
2024-04-03,272.4389343261719
2024-04-04,266.8871765136719
2024-04-05,263.2974548339844
2024-04-08,263.9663391113281
2024-04-09,261.2015686035156
2024-04-10,269.6741638183594
2024-04-12,268.0911560058594
2024-04-15,262.8961181640625
2024-04-16,264.1224060058594
2024-04-18,262.9183959960937
2024-04-19,261.223876953125
2024-04-22,269.0945129394531
2024-04-23,264.4345703125
2024-04-24,264.5906066894531
2024-04-25,269.0722351074219
2024-04-26,271.7700500488281
2024-04-29,275.9394836425781
2024-04-30,270.8336181640625
2024-05-02,283.0074157714844
2024-05-03,280.866943359375
2024-05-06,272.1268005371094
2024-05-07,269.4735107421875
2024-05-08,276.6083679199219
2024-05-09,264.0555114746094
2024-05-10,275.8725891113281
2024-05-13,270.6329650878906
2024-05-14,270.2093200683594
2024-05-15,278.7265014648437
2024-05-16,275.91717529296875
2024-05-17,280.17578125
2024-05-21,287.1768493652344
2024-05-22,285.6160583496094
2024-05-23,288.7152709960937
2024-05-24,291.6806640625
2024-05-27,292.5502319335937
2024-05-28,288.2916259765625
2024-05-29,282.5168762207031
2024-05-30,279.0386657714844
2024-05-31,279.9527893066406
2024-06-03,297.0540771484375
2024-06-04,258.72674560546875
2024-06-05,259.1280212402344
2024-06-06,260.4881286621094
2024-06-07,267.46685791015625
2024-06-10,268.7154541015625
2024-06-11,270.7667236328125
2024-06-12,273.5091552734375
2024-06-13,276.18475341796875
2024-06-14,279.4400329589844
2024-06-18,281.335205078125
2024-06-19,274.6016540527344
2024-06-20,279.2616271972656
2024-06-21,274.3341369628906
2024-06-24,272.2382507324219
2024-06-25,264.25616455078125
2024-06-26,266.12908935546875
2024-06-27,271.88153076171875
2024-06-28,271.0788879394531
2024-07-01,271.61395263671875
2024-07-02,271.480224609375
2024-07-03,273.4422912597656
2024-07-04,270.2315979003906
2024-07-05,273.48687744140625
2024-07-08,267.1101379394531
2024-07-09,267.73443603515625
2024-07-10,267.86822509765625
2024-07-11,273.4422912597656
2024-07-12,271.61395263671875
2024-07-15,274.4679260253906
2024-07-16,281.7811279296875
2024-07-18,283.7431945800781
2024-07-19,270.9450988769531
2024-07-22,274.9138488769531
2024-07-23,272.9071655273437
2024-07-24,280.8892517089844
2024-07-25,290.87799072265625
2024-07-26,293.2414245605469
2024-07-29,301.3572998046875
2024-07-30,310.5433959960937
2024-07-31,312.1933288574219
2024-08-01,311.3460693359375
2024-08-02,309.5623474121094
2024-08-05,304.746337890625
2024-08-06,298.5033874511719
2024-08-07,306.4854431152344
2024-08-08,301.7140197753906
2024-08-09,306.868408203125
2024-08-12,306.868408203125
2024-08-13,296.0994873046875
2024-08-14,299.1828918457031
2024-08-16,306.0400390625
2024-08-19,316.4407653808594
2024-08-20,321.5951232910156
2024-08-21,323.2518920898437
2024-08-22,322.23944091796875
2024-08-23,324.17236328125
2024-08-26,323.20587158203125
2024-08-27,321.27301025390625
2024-08-28,320.44464111328125
2024-08-29,328.0841064453125
2024-08-30,329.1885986328125
2024-09-02,329.92498779296875
2024-09-03,327.11767578125
2024-09-04,328.8204650878906
2024-09-05,331.99591064453125
2024-09-06,324.12628173828125
2024-09-09,320.1224365234375
2024-09-10,318.4197082519531
2024-09-11,313.1732788085937
2024-09-12,316.9010009765625
2024-09-13,315.0601501464844
2024-09-16,313.5414733886719
2024-09-17,311.4704895019531
2024-09-18,309.35357666015625
2024-09-19,298.6306457519531
2024-09-20,304.843505859375
2024-09-23,311.1943664550781
2024-09-24,312.16082763671875
2024-09-25,312.7591247558594
2024-09-26,317.6373291015625
2024-09-27,338.0706481933594
2024-09-30,340.50982666015625
2024-10-01,338.945068359375
2024-10-03,321.08892822265625
2024-10-04,313.1732788085937
2024-10-07,308.3410949707031
2024-10-08,311.1023254394531
2024-10-09,311.8847351074219
2024-10-10,308.7552490234375
2024-10-11,310.7802124023437
2024-10-14,313.63348388671875
2024-10-15,320.99688720703125
2024-10-16,322.83770751953125
2024-10-17,315.4283142089844
2024-10-18,315.2442321777344
2024-10-21,305.2576599121094
2024-10-22,297.2039794921875
2024-10-23,297.3420104980469
2024-10-24,295.869384765625
2024-10-25,281.92498779296875
2024-10-28,285.6986999511719
2024-10-29,286.6651611328125
2024-10-30,286.527099609375
2024-10-31,286.0208435058594
2024-11-01,288.091796875
2024-11-04,279.3017883300781
2024-11-05,283.4436950683594
2024-11-06,291.77349853515625
2024-11-07,289.9326477050781
2024-11-08,285.7447204589844
2024-11-11,287.6776123046875
2024-11-12,285.1464233398437
2024-11-13,281.51080322265625
2024-11-14,274.4696044921875
2024-11-18,266.185791015625
2024-11-19,264.62109375
2024-11-21,259.9269104003906
2024-11-22,263.1023864746094
2024-11-25,272.95086669921875
2024-11-26,270.4657592773437
2024-11-27,270.0975952148437
2024-11-28,267.7965393066406
2024-11-29,268.85504150390625
2024-12-02,270.7418518066406
2024-12-03,270.8339233398437
2024-12-04,270.2816772460937
2024-12-05,273.3650817871094
2024-12-06,276.4485168457031
2024-12-09,279.3017883300781
2024-12-10,279.3478088378906
2024-12-11,282.98345947265625
2024-12-12,278.105224609375
2024-12-13,277.6910400390625
2024-12-16,274.239501953125
2024-12-17,269.6833801269531
2024-12-18,265.357421875
2024-12-19,271.11004638671875
2024-12-20,266.0477294921875
2024-12-23,266.0937805175781
2024-12-24,268.76300048828125
2024-12-26,272.0765075683594
2024-12-27,270.1895751953125
2024-12-30,269.9595031738281
2024-12-31,269.1771850585937
2025-01-01,271.80035400390625
2025-01-02,273.27301025390625
2025-01-03,272.8128356933594
2025-01-06,262.18194580078125
2025-01-07,260.29510498046875
2025-01-08,263.9767761230469
2025-01-09,257.7178955078125
2025-01-10,255.554931640625
2025-01-13,244.187728881836
2025-01-14,248.69781494140625
2025-01-15,245.75241088867188
2025-01-16,245.660400390625
2025-01-17,251.8272399902344
2025-01-20,255.2327575683593
2025-01-21,257.90203857421875
2025-01-22,255.50889587402344
2025-01-23,249.66421508789065
2025-01-24,242.8070831298828
2025-01-27,240.50601196289065
2025-01-28,237.51466369628903
2025-01-29,241.22218322753903
2025-01-30,241.3629608154297
2025-01-31,245.0704498291016
2025-02-01,239.95504760742188
2025-02-03,234.22955322265625
2025-02-04,240.2366485595703
2025-02-05,245.21124267578125
2025-02-06,246.4314422607422
2025-02-07,248.07400512695312
2025-02-10,243.9441375732422
2025-02-11,239.4857482910156
2025-02-12,239.9081420898437
2025-02-13,240.0489196777344
2025-02-14,235.5905303955078
2025-02-17,236.8107147216797
2025-02-18,237.2331085205078
2025-02-19,239.9081420898437
2025-02-20,242.7239532470703
2025-02-21,235.87210083007807
2025-02-24,235.5905303955078
2025-02-25,233.1970672607422
2025-02-27,229.72422790527344
2025-02-28,222.73159790039065
2025-03-03,227.52789306640625
2025-03-04,234.57684326171875
2025-03-05,240.1333923339844
2025-03-06,248.76858520507807
2025-03-07,245.2206573486328
2025-03-10,241.156478881836
2025-03-11,248.33680725097656
2025-03-12,249.97000122070312
2025-03-13,248.17724609375
2025-03-17,245.370849609375
2025-03-18,245.370849609375
2025-03-19,248.9750823974609
2025-03-20,255.42333984375
2025-03-21,262.49102783203125
2025-03-24,263.22314453125
2025-03-25,261.97479248046875
2025-03-26,256.2492980957031
2025-03-27,259.1120300292969
2025-03-28,261.3741149902344
2025-04-01,267.12774658203125
2025-04-02,269.19268798828125
2025-04-03,269.19268798828125
2025-04-04,262.2939147949219
2025-04-07,256.8969421386719
2025-04-08,268.3479309082031
2025-04-09,270.2721252441406
2025-04-11,275.1997985839844
2025-04-15,276.3260803222656
2025-04-16,280.4090576171875
2025-04-17,280.0335998535156
2025-04-21,285.3836669921875
2025-04-22,287.3078308105469
2025-04-23,282.0046691894531
2025-04-24,283.4595031738281
2025-04-25,277.5462951660156
2025-04-28,290.9683837890625
2025-04-29,292.56402587890625
2025-04-30,291.01531982421875
2025-05-02,292.2824401855469
2025-05-05,301.3399963378906
2025-05-06,292.3293762207031
2025-05-07,297.4447631835937
2025-05-08,289.0442810058594
2025-05-09,288.01177978515625
2025-05-12,290.0766906738281
2025-05-13,288.0587158203125
2025-05-14,293.3149108886719
2025-05-15,297.5386047363281
2025-05-16,300.4483337402344
2025-05-19,297.7263488769531
2025-05-20,293.6903381347656
2025-05-21,296.459228515625
2025-05-22,293.8311462402344
2025-05-23,299.3219909667969
2025-05-26,303.12335205078125
2025-05-27,297.5386047363281
2025-05-28,301.9501037597656
2025-05-29,299.5566101074219
2025-05-30,298.8526916503906
2025-06-02,297.1632080078125
2025-06-03,290.7337341308594
2025-06-04,292.4232177734375
2025-06-05,290.7806396484375
2025-06-06,297.2570495605469
2025-06-09,300.7298889160156
2025-06-10,300.4483337402344
2025-06-11,313.35418701171875
2025-06-12,299.0873107910156
2025-06-13,293.1271667480469
2025-06-16,296.9754638671875
2025-06-17,293.5964660644531
2025-06-18,296.459228515625
2025-06-19,294.20660400390625
2025-06-20,294.2535095214844
2025-06-23,294.20660400390625
2025-06-24,299.6505126953125
2025-06-25,299.9790344238281
2025-06-26,309.5058898925781
2025-06-27,312.5563659667969
2025-06-30,311.5708312988281
2025-07-01,311.6646728515625
2025-07-02,311.4300231933594
2025-07-03,311.1484680175781
2025-07-04,324.94598388671875
2025-07-07,328.98199462890625
2025-07-08,333.7688903808594
2025-07-09,327.10479736328125
2025-07-10,329.4043884277344
2025-07-11,323.6788635253906
2025-07-14,323.2564697265625
2025-07-15,326.6824035644531
2025-07-16,326.49468994140625
2025-07-17,325.4621887207031
2025-07-18,322.4117431640625
2025-07-21,321.5669860839844
2025-07-22,319.45513916015625
2025-07-23,323.30340576171875
2025-07-24,320.440673828125
2025-07-25,312.4624938964844
2025-07-28,312.9317932128906
2025-07-29,314.3866577148437
2025-07-30,316.3576965332031
2025-07-31,313.7376403808594
2025-08-01,302.82879638671875
2025-08-04,302.82879638671875
2025-08-05,300.2087707519531
2025-08-06,300.8280334472656
2025-08-07,295.6832275390625
2025-08-08,304.3531799316406
2025-08-11,305.78228759765625
2025-08-12,308.40234375
2025-08-13,307.2590637207031
2025-08-14,303.0193176269531
2025-08-18,299.1607360839844
2025-08-19,306.2586669921875
2025-08-20,304.8295593261719
2025-08-21,304.8295593261719
2025-08-22,301.4949645996094
2025-08-25,300.87567138671875
2025-08-26,297.3505249023437
2025-08-28,296.0167236328125
2025-08-29,293.6348571777344
2025-09-01,299.87530517578125
2025-09-02,300.0658569335937
2025-09-03,299.9705810546875
2025-09-04,298.1127319335937
2025-09-05,297.73162841796875
2025-09-08,301.4949645996094
2025-09-09,299.1131286621094
2025-09-10,302.924072265625
2025-09-11,304.877197265625
2025-09-12,302.9717102050781
2025-09-15,302.7335205078125
2025-09-16,303.2098693847656
2025-09-17,308.2594299316406
2025-09-18,310.3078308105469
2025-09-19,313.9758605957031
2025-09-22,310.02197265625
2025-09-23,314.78570556640625
2025-09-24,314.7380676269531
2025-09-25,314.0711364746094
2025-09-26,309.0216064453125
2025-09-29,322.1217956542969
2025-09-30,323.5985412597656
2025-10-01,323.6462097167969
2025-10-03,325.40875244140625
2025-10-06,327.36187744140625
2025-10-07,325.7422180175781
2025-10-08,328.7909851074219
2025-10-09,327.7429504394531
2025-10-10,322.6934509277344
2025-10-13,321.9788818359375
2025-10-14,316.73883056640625
2025-10-15,321.9312438964844
2025-10-16,320.0257568359375
2025-10-17,319.9781494140625
2025-10-20,321.74072265625
2025-10-21,323.0268859863281
2025-10-23,315.64312744140625
2025-10-24,314.8333435058594
2025-10-27,326.79022216796875
2025-10-28,324.5513000488281
2025-10-29,331.64923095703125
2025-10-30,340.70025634765625
2025-10-31,339.93804931640625
2025-11-03,349.9418334960937
2025-11-04,355.3248596191406
2025-11-06,350.5611572265625
2025-11-07,357.0773010253906
2025-11-10,355.1321716308594
2025-11-11,363.88525390625
2025-11-12,365.1495971679688
2025-11-13,364.663330078125
2025-11-14,360.9675598144531
2025-11-17,363.9825134277344
2025-11-18,361.64837646484375
2025-11-19,355.6184387207031
2025-11-20,355.034912109375
2025-11-21,354.5486145019531
2025-11-24,349.7830505371094
2025-11-25,346.0873107910156
2025-11-26,357.5635681152344
2025-11-27,354.69451904296875
2025-11-28,349.2481689453125
2025-12-01,344.2880859375
2025-12-02,348.9077453613281
2025-12-03,348.5673522949219
2025-12-04,346.23321533203125
2025-12-05,350.41522216796875
2025-12-08,347.7406616210937
2025-12-09,345.30926513671875
2025-12-10,345.4065246582031
2025-12-11,341.6621398925781
2025-12-12,355.034912109375
2025-12-15,356.9314270019531
2025-12-16,358.04986572265625
2025-12-17,358.244384765625
2025-12-18,353.3815612792969
2025-12-19,355.9102478027344
2025-12-22,359.7518615722656
2025-12-23,359.84912109375
2025-12-24,355.8616027832031
2025-12-26,355.9588623046875
2025-12-29,361.40521240234375
2025-12-30,359.3628234863281
2025-12-31,373.4650268554688
2026-01-01,371.0335998535156
2026-01-02,370.9849853515625
2026-01-05,367.5323791503906
2026-01-06,360.6271667480469
2026-01-07,358.0985107421875
2026-01-08,344.8229675292969
2026-01-09,344.4339599609375
2026-01-12,348.9077453613281
2026-01-13,345.35791015625
2026-01-14,347.1084899902344
2026-01-15,347.1084899902344
2026-01-16,353.2356872558594
2026-01-19,351.33917236328125
2026-01-20,345.4551696777344
2026-01-21,342.2943115234375
2026-01-22,344.4339599609375
2026-01-23,339.5711364746094
2026-01-27,347.59478759765625
2026-01-28,352.40899658203125
2026-01-29,356.8828125
2026-01-30,354.5
2026-02-02,366.7000122070313
2026-02-03,373.4500122070313
2026-02-04,382.4500122070313
2026-02-05,382.0499877929688
2026-02-06,386.3500061035156
2026-02-09,388.2999877929688
2026-02-10,386.3500061035156
2026-02-11,387.6000061035156
2026-02-12,377.7000122070313
2026-02-13,374.1000061035156
2026-02-16,374.3500061035156
2026-02-17,374.9500122070313
2026-02-18,380.8999938964844
2026-02-19,367.6499938964844
2026-02-20,366.2999877929688
2026-02-23,372.1000061035156
2026-02-24,374.4500122070313
2026-02-25,381.0499877929688
2026-02-26,386.0
2026-02-27,385.3999938964844
2026-03-02,374.7999877929688
2026-03-04,356.3999938964844
2026-03-05,360.3500061035156
2026-03-06,352.75
2026-03-09,331.1499938964844
2026-03-10,325.8999938964844
2026-03-11,325.04998779296875
2026-03-12,326.3500061035156
2026-03-13,319.29998779296875
2026-03-16,304.95001220703125
2026-03-17,300.04998779296875
2026-03-18,303.70001220703125
2026-03-19,286.0
2026-03-20,287.79998779296875
2026-03-23,271.29998779296875
2026-03-24,282.25
2026-03-25,284.54998779296875
2026-03-27,282.70001220703125
2026-03-30,281.0
2026-04-01,281.25
2026-04-02,278.1499938964844
2026-04-06,278.70001220703125
2026-04-07,277.45001220703125
2026-04-08,298.1000061035156
2026-04-09,297.3500061035156
2026-04-10,299.3500061035156
2026-04-13,292.95001220703125
2026-04-15,310.45001220703125
2026-04-16,307.95001220703125
2026-04-17,312.1000061035156
2026-04-20,316.04998779296875
2026-04-21,318.04998779296875
2026-04-22,314.3999938964844
2026-04-23,309.79998779296875
2026-04-24,308.1000061035156
2026-04-27,312.6499938964844
2026-04-28,307.75
2026-04-29,303.8999938964844
2026-04-30,300.45001220703125
2026-05-01,300.45001220703125
2026-05-04,301.70001220703125
2026-05-05,298.5
2026-05-06,314.04998779296875
2026-05-07,307.6000061035156
2026-05-08,302.75
2026-05-11,294.45001220703125
2026-05-12,287.8500061035156
2026-05-13,297.1000061035156
2026-05-14,295.0
2026-05-15,284.45001220703125
2026-05-18,280.79998779296875
2026-05-19,286.45001220703125
2026-05-20,293.75
2026-05-21,296.3999938964844
2026-05-22,295.6000061035156
2026-05-25,308.25
2026-05-26,304.6000061035156
2026-05-27,307.1499938964844
2026-05-28,307.1499938964844
2026-05-29,298.1000061035156
2026-06-01,296.8500061035156
2026-06-02,294.3999938964844
2026-06-03,292.1000061035156
2026-06-04,295.1499938964844
2026-06-05,295.0
2026-06-08,285.1499938964844
2026-06-09,289.1000061035156
2026-06-10,288.0
2026-06-11,286.3500061035156
2026-06-12,302.3500061035156
2026-06-15,310.6000061035156
2026-06-16,312.1000061035156
2026-06-17,317.95001220703125
2026-06-18,316.29998779296875
2026-06-19,306.6000061035156
2026-06-22,308.6000061035156
2026-06-23,308.54998779296875
2026-06-24,315.70001220703125
2026-06-25,309.75
2026-06-26,309.75
2026-06-29,300.79998779296875
2026-06-30,303.54998779296875
2026-07-01,304.20001220703125
2026-07-02,310.45001220703125
2026-07-03,308.1499938964844
2026-07-06,308.1499938964844
