,close
2024-01-05,820.7432861328125
2024-01-08,813.37109375
2024-01-09,812.8268432617188
2024-01-10,821.13916015625
2024-01-11,813.469970703125
2024-01-12,817.1808471679688
2024-01-15,816.5377197265625
2024-01-16,823.613037109375
2024-01-17,804.168212890625
2024-01-18,795.2620849609375
2024-01-19,808.1264038085938
2024-01-23,782.150390625
2024-01-24,803.7228393554688
2024-01-25,807.186279296875
2024-01-29,803.22802734375
2024-01-30,803.52490234375
2024-01-31,810.1055297851562
2024-02-01,793.3324584960938
2024-02-02,814.954345703125
2024-02-05,806.1472778320312
2024-02-06,810.2044677734375
2024-02-07,827.8681640625
2024-02-08,813.5194702148438
2024-02-09,803.2775268554688
2024-02-12,803.0301513671875
2024-02-13,804.168212890625
2024-02-14,804.7618408203125
2024-02-15,803.8712768554688
2024-02-16,811.3919677734375
2024-02-19,811.6393432617188
2024-02-20,812.62890625
2024-02-21,819.6052856445312
2024-02-22,820.0011596679688
2024-02-23,812.4309692382812
2024-02-26,800.308837890625
2024-02-27,810.40234375
2024-02-28,790.2647705078125
2024-02-29,791.7490844726562
2024-03-01,827.4723510742188
2024-03-04,815.696533203125
2024-03-05,810.7487182617188
2024-03-06,804.4155883789062
2024-03-07,821.3370361328125
2024-03-11,821.13916015625
2024-03-12,809.264404296875
2024-03-13,784.6737670898438
2024-03-14,777.2520141601562
2024-03-15,772.502197265625
2024-03-18,796.0042724609375
2024-03-19,792.689208984375
2024-03-20,786.3560180664062
2024-03-21,803.8712768554688
2024-03-22,816.1912841796875
2024-03-26,813.3216552734375
2024-03-27,809.5117797851562
2024-03-28,821.5349731445312
2024-04-01,862.8492431640625
2024-04-02,870.072998046875
2024-04-03,859.9299926757812
2024-04-04,853.497802734375
2024-04-05,848.1541748046875
2024-04-08,867.30224609375
2024-04-09,865.4714965820312
2024-04-10,874.7239990234375
2024-04-12,857.4066162109375
2024-04-15,851.46923828125
2024-04-16,836.4278564453125
2024-04-18,835.9825439453125
2024-04-19,855.7738037109375
2024-04-22,845.878173828125
2024-04-23,842.4641723632812
2024-04-24,873.4869995117188
2024-04-25,896.3458862304688
2024-04-26,877.9895629882812
2024-04-29,886.4007568359375
2024-04-30,872.9922485351562
2024-05-02,881.05712890625
2024-05-03,865.07568359375
2024-05-06,871.4584350585938
2024-05-07,848.4015502929688
2024-05-08,855.6254272460938
2024-05-09,825.8395385742188
2024-05-10,844.6907348632812
2024-05-13,851.6176147460938
2024-05-14,872.299560546875
2024-05-15,861.859619140625
2024-05-16,877.1484375
2024-05-17,897.9786987304688
2024-05-21,913.8117065429688
2024-05-22,906.2415161132812
2024-05-23,907.4290161132812
2024-05-24,899.1661376953125
2024-05-27,892.5361328125
2024-05-28,897.8796997070312
2024-05-29,892.4866333007812
2024-05-30,874.4766235351562
2024-05-31,871.3594360351562
2024-06-03,905.7467041015624
2024-06-04,833.0633544921875
2024-06-05,869.23193359375
2024-06-06,878.83056640625
2024-06-07,902.629638671875
2024-06-10,906.3405151367188
2024-06-11,900.6010131835938
2024-06-12,907.330078125
2024-06-13,906.1920166015624
2024-06-14,911.5357666015624
2024-06-18,915.6918334960938
2024-06-19,905.400390625
2024-06-20,919.9469604492188
2024-06-21,927.121337890625
2024-06-24,925.5874633789062
2024-06-25,920.1943969726562
2024-06-26,909.6060791015624
2024-06-27,933.3060913085938
2024-06-28,921.7776489257812
2024-07-01,934.0482177734376
2024-07-02,928.4572143554688
2024-07-03,940.48046875
2024-07-04,934.4935302734376
2024-07-05,944.09228515625
2024-07-08,929.3972778320312
2024-07-09,932.7881469726562
2024-07-10,922.9147338867188
2024-07-11,922.5158081054688
2024-07-12,931.8905639648438
2024-07-15,929.1978149414062
2024-07-16,931.8406982421876
2024-07-18,928.948486328125
2024-07-19,887.061279296875
2024-07-22,886.1636962890625
2024-07-23,891.5491943359375
2024-07-24,878.9830322265625
2024-07-25,872.1514282226562
2024-07-26,898.1314697265625
2024-07-29,896.1368408203125
2024-07-30,899.6773071289062
2024-07-31,925.757080078125
2024-08-01,932.0401611328124
2024-08-02,897.1341552734375
2024-08-05,861.4801635742188
2024-08-06,881.6259155273438
2024-08-07,904.015625
2024-08-08,885.1663818359375
2024-08-09,902.6692504882812
2024-08-12,914.8863525390624
2024-08-13,905.411865234375
2024-08-14,887.9089965820312
2024-08-16,906.01025390625
2024-08-19,915.2852783203124
2024-08-20,914.6869506835938
2024-08-21,923.3136596679688
2024-08-22,930.74365234375
2024-08-23,938.522705078125
2024-08-26,960.9124145507812
2024-08-27,941.4647827148438
2024-08-28,946.70068359375
2024-08-29,937.1763305664062
2024-08-30,938.5725708007812
2024-09-02,937.92431640625
2024-09-03,928.4498291015624
2024-09-04,930.544189453125
2024-09-05,922.964599609375
2024-09-06,930.2948608398438
2024-09-09,931.740966796875
2024-09-10,936.2288818359376
2024-09-11,925.2584228515624
2024-09-12,952.2357788085938
2024-09-13,951.9864501953124
2024-09-16,968.3922729492188
2024-09-17,961.660400390625
2024-09-18,954.1306762695312
2024-09-19,945.8529663085938
2024-09-20,978.9139404296876
2024-09-23,979.4624633789062
2024-09-24,987.0420532226562
2024-09-25,980.010986328125
2024-09-26,1002.8494873046876
2024-09-27,998.8602294921876
2024-09-30,1027.28369140625
2024-10-01,1024.5411376953125
2024-10-03,1036.309326171875
2024-10-04,1030.9737548828125
2024-10-07,1016.0140380859376
2024-10-08,995.5192260742188
2024-10-09,991.8291625976562
2024-10-10,1004.6945190429688
2024-10-11,1009.33203125
2024-10-14,1009.7808227539062
2024-10-15,998.162109375
2024-10-16,986.6929931640624
2024-10-17,976.8694458007812
2024-10-18,989.9342651367188
2024-10-21,978.814208984375
2024-10-22,961.06201171875
2024-10-23,951.88671875
2024-10-24,955.5269165039062
2024-10-25,941.315185546875
2024-10-28,964.65234375
2024-10-29,956.2250366210938
2024-10-30,954.7290649414062
2024-10-31,961.06201171875
2024-11-01,965.6995239257812
2024-11-04,952.3355102539062
2024-11-05,996.8157348632812
2024-11-06,1005.941162109375
2024-11-07,987.1417846679688
2024-11-08,993.7240600585938
2024-11-11,976.3707885742188
2024-11-12,954.67919921875
2024-11-13,933.4364013671876
2024-11-14,936.528076171875
2024-11-18,947.299072265625
2024-11-19,944.7559204101562
2024-11-21,941.6143798828124
2024-11-22,974.7252197265624
2024-11-25,950.7398071289062
2024-11-26,961.0121459960938
2024-11-27,966.248046875
2024-11-28,951.5875244140624
2024-11-29,963.4057006835938
2024-12-02,987.1417846679688
2024-12-03,996.1176147460938
2024-12-04,992.17822265625
2024-12-05,996.5165405273438
2024-12-06,1001.1041870117188
2024-12-09,1009.1824340820312
2024-12-10,1010.2296142578124
2024-12-11,997.5138549804688
2024-12-12,1003.0988159179688
2024-12-13,997.164794921875
2024-12-16,987.6903076171876
2024-12-17,964.25341796875
2024-12-18,944.30712890625
2024-12-19,923.4632568359376
2024-12-20,914.8863525390624
2024-12-23,934.533447265625
2024-12-24,919.374267578125
2024-12-26,911.994140625
2024-12-27,910.8472290039062
2024-12-30,896.5357666015625
2024-12-31,899.0789184570312
2025-01-01,903.018310546875
2025-01-02,910.0493774414062
2025-01-03,912.592529296875
2025-01-06,898.4805908203125
2025-01-07,909.3512573242188
2025-01-08,899.8767700195312
2025-01-09,888.5572509765625
2025-01-10,897.6826782226562
2025-01-13,881.3765869140625
2025-01-14,903.61669921875
2025-01-15,901.6220703125
2025-01-16,904.3646850585938
2025-01-17,906.1598510742188
2025-01-20,916.7313842773438
2025-01-21,924.36083984375
2025-01-22,916.930908203125
2025-01-23,927.4026489257812
2025-01-24,929.94580078125
2025-01-27,916.8809814453124
2025-01-28,913.6896362304688
2025-01-29,935.0819702148438
2025-01-30,948.29638671875
2025-01-31,942.4620971679688
2025-02-01,931.740966796875
2025-02-03,931.4417724609376
2025-02-04,941.714111328125
2025-02-05,947.3489379882812
2025-02-06,945.8529663085938
2025-02-07,978.1160888671876
2025-02-10,956.5740966796876
2025-02-11,951.9365844726562
2025-02-12,953.8314819335938
2025-02-13,967.1954956054688
2025-02-14,962.0094604492188
2025-02-17,970.9354248046876
2025-02-18,976.1713256835938
2025-02-19,974.7252197265624
2025-02-20,978.5150146484376
2025-02-21,979.2630004882812
2025-02-24,964.2035522460938
2025-02-25,956.1751708984376
2025-02-27,972.3815307617188
2025-02-28,948.1467895507812
2025-03-03,973.4287109375
2025-03-04,971.4839477539062
2025-03-05,1000.0071411132812
2025-03-06,1008.3845825195312
2025-03-07,1008.4344482421876
2025-03-10,1010.7781372070312
2025-03-11,1015.914306640625
2025-03-12,1007.6864624023438
2025-03-13,998.5111694335938
2025-03-17,1002.9990844726562
2025-03-18,1002.9990844726562
2025-03-19,1030.5748291015625
2025-03-20,1047.429443359375
2025-03-21,1055.856689453125
2025-03-24,1058.4996337890625
2025-03-25,1058.8486328125
2025-03-26,1053.61279296875
2025-03-27,1056.9039306640625
2025-03-28,1060.3446044921875
2025-04-01,1053.413330078125
2025-04-02,1053.0643310546875
2025-04-03,1041.24609375
2025-04-04,1003.0489501953124
2025-04-07,927.8015747070312
2025-04-08,952.0363159179688
2025-04-09,943.0106201171876
2025-04-11,987.590576171875
2025-04-15,1005.2929077148438
2025-04-16,1006.6891479492188
2025-04-17,1004.4950561523438
2025-04-21,1031.2230224609375
2025-04-22,1041.3956298828125
2025-04-23,1036.4090576171875
2025-04-24,1041.69482421875
2025-04-25,1025.63818359375
2025-04-28,1051.568359375
2025-04-29,1032.8187255859375
2025-04-30,1027.034423828125
2025-05-02,964.9016723632812
2025-05-05,952.9338989257812
2025-05-06,964.9016723632812
2025-05-07,963.5054321289062
2025-05-08,950.6400756835938
2025-05-09,954.4298706054688
2025-05-12,1002.5004272460938
2025-05-13,987.2415161132812
2025-05-14,986.6431274414062
2025-05-15,1035.5115966796875
2025-05-16,1019.0558471679688
2025-05-19,1016.8617553710938
2025-05-20,1009.9802856445312
2025-05-21,998.2119750976562
2025-05-22,1002.8993530273438
2025-05-23,1005.7915649414062
2025-05-26,1029.5277099609375
2025-05-27,1010.9776000976562
2025-05-28,998.3117065429688
2025-05-29,1003.4977416992188
2025-05-30,990.8318481445312
2025-06-02,976.1713256835938
2025-06-03,971.1847534179688
2025-06-04,965.9488525390624
2025-06-05,966.1483154296876
2025-06-06,1002.2012329101562
2025-06-09,1005.2929077148438
2025-06-10,1000.4060668945312
2025-06-11,1004.3953247070312
2025-06-12,992.97607421875
2025-06-13,984.5986328125
2025-06-16,1001.1041870117188
2025-06-17,996.96533203125
2025-06-18,983.7010498046876
2025-06-19,993.375
2025-06-20,1002.8494873046876
2025-06-23,994.3224487304688
2025-06-24,1004.2955932617188
2025-06-25,1021.6986694335938
2025-06-26,1029.7769775390625
2025-06-27,1026.1368408203125
2025-06-30,1017.7593383789062
2025-07-01,1026.8348388671875
2025-07-02,1057.0535888671875
2025-07-03,1043.29052734375
2025-07-04,1038.603271484375
2025-07-07,1039.7999267578125
2025-07-08,1045.0
2025-07-09,1040.4000244140625
2025-07-10,1043.300048828125
2025-07-11,1037.199951171875
2025-07-14,1038.9000244140625
2025-07-15,1035.0
2025-07-16,1029.800048828125
2025-07-17,1034.199951171875
2025-07-18,1034.4000244140625
2025-07-21,1034.800048828125
2025-07-22,1030.699951171875
2025-07-23,1033.800048828125
2025-07-24,1033.800048828125
2025-07-25,1026.9000244140625
2025-07-28,1028.800048828125
2025-07-29,1034.9000244140625
2025-07-30,1037.9000244140625
2025-07-31,1048.300048828125
2025-08-01,1027.800048828125
2025-08-04,1055.9000244140625
2025-08-05,1053.4000244140625
2025-08-06,1052.5999755859375
2025-08-07,1064.800048828125
2025-08-08,1049.199951171875
2025-08-11,1052.699951171875
2025-08-12,1048.199951171875
2025-08-13,1053.699951171875
2025-08-14,1045.5
2025-08-18,1079.800048828125
2025-08-19,1073.4000244140625
2025-08-20,1082.5999755859375
2025-08-21,1071.800048828125
2025-08-22,1054.5999755859375
2025-08-25,1057.800048828125
2025-08-26,1047.0999755859375
2025-08-28,1035.800048828125
2025-08-29,1026.5999755859375
2025-09-01,1035.5
2025-09-02,1044.0
2025-09-03,1072.199951171875
2025-09-04,1072.4000244140625
2025-09-05,1073.0999755859375
2025-09-08,1101.4000244140625
2025-09-09,1104.5
2025-09-10,1101.199951171875
2025-09-11,1099.0
2025-09-12,1099.0
2025-09-15,1100.9000244140625
2025-09-16,1115.199951171875
2025-09-17,1111.0
2025-09-18,1121.0999755859375
2025-09-19,1122.800048828125
2025-09-22,1117.0
2025-09-23,1138.4000244140625
2025-09-24,1149.0999755859375
2025-09-25,1148.5
2025-09-26,1130.800048828125
2025-09-29,1122.199951171875
2025-09-30,1142.699951171875
2025-10-01,1146.0999755859375
2025-10-03,1161.699951171875
2025-10-06,1159.9000244140625
2025-10-07,1156.800048828125
2025-10-08,1145.199951171875
2025-10-09,1175.199951171875
2025-10-10,1167.800048828125
2025-10-13,1161.4000244140625
2025-10-14,1147.800048828125
2025-10-15,1160.800048828125
2025-10-16,1172.0999755859375
2025-10-17,1163.300048828125
2025-10-20,1145.199951171875
2025-10-21,1152.5
2025-10-23,1138.199951171875
2025-10-24,1141.4000244140625
2025-10-27,1150.5999755859375
2025-10-28,1184.199951171875
2025-10-29,1207.9000244140625
2025-10-30,1210.0
2025-10-31,1206.0
2025-11-03,1195.0
2025-11-04,1181.4000244140625
2025-11-06,1168.800048828125
2025-11-07,1171.699951171875
2025-11-10,1179.300048828125
2025-11-11,1191.5
2025-11-12,1181.800048828125
2025-11-13,1183.9000244140625
2025-11-14,1167.800048828125
2025-11-17,1175.5
2025-11-18,1163.0
2025-11-19,1164.9000244140625
2025-11-20,1170.0
2025-11-21,1140.300048828125
2025-11-24,1106.0
2025-11-25,1112.0
2025-11-26,1154.4000244140625
2025-11-27,1160.5999755859375
2025-11-28,1160.300048828125
2025-12-01,1168.4000244140625
2025-12-02,1162.0
2025-12-03,1143.5999755859375
2025-12-04,1150.5999755859375
2025-12-05,1162.199951171875
2025-12-08,1119.0999755859375
2025-12-09,1107.800048828125
2025-12-10,1096.800048828125
2025-12-11,1105.4000244140625
2025-12-12,1125.5
2025-12-15,1114.800048828125
2025-12-16,1082.5999755859375
2025-12-17,1079.300048828125
2025-12-18,1082.199951171875
2025-12-19,1079.5999755859375
2025-12-22,1094.9000244140625
2025-12-23,1096.800048828125
2025-12-24,1091.300048828125
2025-12-26,1094.4000244140625
2025-12-29,1092.5999755859375
2025-12-30,1111.5999755859375
2025-12-31,1164.800048828125
2026-01-01,1171.5
2026-01-02,1180.699951171875
2026-01-05,1185.9000244140625
2026-01-06,1176.300048828125
2026-01-07,1189.800048828125
2026-01-08,1155.9000244140625
2026-01-09,1158.800048828125
2026-01-12,1182.699951171875
2026-01-13,1178.0999755859375
2026-01-14,1181.800048828125
2026-01-15,1181.800048828125
2026-01-16,1187.300048828125
2026-01-19,1184.0999755859375
2026-01-20,1160.0
2026-01-21,1174.5999755859375
2026-01-22,1184.4000244140625
2026-01-23,1170.0
2026-01-27,1222.0
2026-01-28,1218.699951171875
2026-01-29,1237.5
2026-01-30,1214.4000244140625
2026-02-02,1199.199951171875
2026-02-03,1229.4000244140625
2026-02-04,1228.199951171875
2026-02-05,1239.800048828125
2026-02-06,1236.199951171875
2026-02-09,1245.0
2026-02-10,1244.0999755859375
2026-02-11,1249.199951171875
2026-02-12,1247.9000244140625
2026-02-13,1232.0
2026-02-16,1248.199951171875
2026-02-17,1244.5999755859375
2026-02-18,1251.199951171875
2026-02-19,1228.4000244140625
2026-02-20,1235.800048828125
2026-02-23,1240.5
2026-02-24,1254.5
2026-02-25,1275.0
2026-02-26,1280.5999755859375
2026-02-27,1264.699951171875
2026-03-02,1267.300048828125
2026-03-04,1213.0
2026-03-05,1248.0999755859375
2026-03-06,1233.699951171875
2026-03-09,1192.5999755859375
2026-03-10,1214.300048828125
2026-03-11,1178.800048828125
2026-03-12,1172.5999755859375
2026-03-13,1119.300048828125
2026-03-16,1145.5999755859375
2026-03-17,1167.199951171875
2026-03-18,1180.300048828125
2026-03-19,1130.9000244140625
2026-03-20,1169.5999755859375
2026-03-23,1109.5999755859375
2026-03-24,1133.699951171875
2026-03-25,1156.0
2026-03-27,1130.300048828125
2026-03-30,1122.5
2026-04-01,1140.4000244140625
2026-04-02,1141.300048828125
2026-04-06,1133.5999755859375
2026-04-07,1151.9000244140625
2026-04-08,1194.300048828125
2026-04-09,1209.699951171875
2026-04-10,1214.800048828125
2026-04-13,1204.199951171875
2026-04-15,1218.5999755859375
2026-04-16,1214.9000244140625
2026-04-17,1240.300048828125
2026-04-20,1274.5
2026-04-21,1279.5999755859375
2026-04-22,1263.4000244140625
2026-04-23,1257.0
2026-04-24,1255.699951171875
2026-04-27,1282.699951171875
2026-04-28,1281.5999755859375
2026-04-29,1279.699951171875
2026-04-30,1264.5
2026-05-01,1264.5
2026-05-04,1266.5999755859375
2026-05-05,1252.4000244140625
2026-05-06,1273.300048828125
2026-05-07,1283.4000244140625
2026-05-08,1277.800048828125
2026-05-11,1262.5999755859375
2026-05-12,1252.300048828125
2026-05-13,1274.9000244140625
2026-05-14,1296.9000244140625
2026-05-15,1278.800048828125
2026-05-18,1292.800048828125
2026-05-19,1285.199951171875
2026-05-20,1283.199951171875
2026-05-21,1281.300048828125
2026-05-22,1285.5
2026-05-25,1289.4000244140625
2026-05-26,1293.5999755859375
2026-05-27,1309.300048828125
2026-05-28,1309.300048828125
2026-05-29,1278.0
2026-06-01,1299.4000244140625
2026-06-02,1310.800048828125
2026-06-03,1312.9000244140625
2026-06-04,1301.0999755859375
2026-06-05,1284.0
2026-06-08,1260.699951171875
2026-06-09,1261.699951171875
2026-06-10,1269.800048828125
2026-06-11,1282.300048828125
2026-06-12,1297.5999755859375
2026-06-15,1296.5
2026-06-16,1274.300048828125
